Chapter,Clause,Content,Length
房地產辦法,第二條 ,機關指定地區公開徵求房地產，採購金額在公告金額以上者，其作業依本辦法之規定。,38
房地產辦法,第三條 ,機關指定地區採購房地產，應先編擬計畫依規定層報核定。前項計畫應包括採購房地產及指定地區採購之理由及其必要性，並參照政府公定或評定價格及附近買賣實例或其他徵信資料，詳估採購金額及其效益。,92
房地產辦法,第四條 ,機關辦理下列公告金額以上房地產之採購，得免公開徵求：一、毗鄰房地產或畸零地之採購，係與現有房地產合併，以應業務需要者。二、符合本法第二十二條第一項第二款、第三款、第七款或第八款之情形者。三、其他經主管機關認定者。,106
房地產辦法,第五條 ,機關公開徵求房地產，應將公告刊登於政府採購公報並公開於資訊網路。,32
房地產辦法,第六條 1,機關公開徵求房地產之徵選文件，除法令另有規定者外，得視個案特性及實際需要載明下列事項：一、房地產之需求條件，包括面積、面臨道路寬度、交通情形、土地使用分區及其他相關條件等。需求面積得酌定彈性範圍。二、指定之地區與其理由及必要性。三、廠商應提出之文件，如房地產所有權狀影本、位置略圖、地籍圖謄本、土地登記簿謄本、建築改良物登記簿謄本、都市計畫套繪圖、建物測量成果圖、土地使用分區證明、使用執照影本、目前使用狀況說明、讓售或出租同意書或其他相關資料。四、廠商應於應徵文件內標示其房地產之土地標示、地目、面積、房屋座落、門牌號碼、各樓層合法使用面積及總面積。,276
房地產辦法,第六條 2,機關公開徵求房地產之徵選文件，除法令另有規定者外，得視個案特性及實際需要載明下列事項：五、廠商應於應徵文件內標示其房地產之讓售或出租單價及總價，房屋及土地總價應分開填列。如另有補償費用，並應逐項標示其項目及金額。六、實地勘查時，應由廠商提出之文件。七、勘選評估及決選原則。八、移轉登記及付款條件。賣方將房地產產權移轉過戶予買方，並由買方取得房地產所有權狀後，依契約規定給付部分價金，驗收無誤後，再依產權移轉後房地產所有權狀所載面積及契約規定給付其餘價金。但徵選文件另有規定者，不在此限。,243
房地產辦法,第六條 3,機關公開徵求房地產之徵選文件，除法令另有規定者外，得視個案特性及實際需要載明下列事項：九、交地、交屋期限或標的物點交期限。十、稅費負擔。土地增值稅及產權移轉前各期地價稅、房屋稅、工程受益費等一切稅費，以及買賣土地之複丈分割費用，均由賣方負擔。契稅由買方負擔。產權移轉登記費用依照法令規定，由買賣雙方各自負擔。但徵選文件另有規定者，不在此限。十一、土地登記專業代理人之委託及費用負擔方式。十二、如有出租、產權糾紛、被他人佔用或已設定他項權利，應由賣方限期負責解決，所需費用並由賣方負擔。,242
房地產辦法,第六條 4,機關公開徵求房地產之徵選文件，除法令另有規定者外，得視個案特性及實際需要載明下列事項：十三、地上物，包括建築改良物、農作改良物、墳墓及一切附著地上物，除徵選文件另有規定外，由賣方負責清除或放棄，如另有補償費用，應徵廠商應逐項標示其項目及金額。十四、變更使用用途之申請。擬購之土地如需辦理變更編定，機關得視個案需要於徵選文件中載明按下列情形之一辦理：（一）先行簽訂買賣契約，俟省（市）或縣（市）政府同意分割、移轉及變更使用後，再依契約辦理產權移轉登記。但契約應載明省（市）或縣（市）政府不同意時，解除契約。（二）俟省（市）或縣（市）政府同意分割、移轉及變更使用後，再簽訂買賣契約。十五、其他必要事項。,299
房地產辦法,第七條 ,機關採購房地產訂有底價者，訂定底價時應考量當地近期買賣實例、政府公定價格、評定價格或標售之價格、房地漲跌趨勢及當地工商業榮枯等情形。前項底價，得依第十條於認定符合需要之廠商後訂定。,90
房地產辦法,第八條 ,參加房地產應徵之廠商，應為房地產之所有權人或其委託代理人。屬代理人者，應於決標前提出由所有權人出具且經公證或認證之委託書。但屬租用且租用之標的為共有者，得依相關法令規定辦理。,87
房地產辦法,第九條 1,廠商文件經審查符合者，機關應辦理實地勘查。前項實地勘查，得視個案特性及實際需要，擇下列事項蒐集或查證相關資料，作成勘查紀錄，必要時並拍照存證。一、土地部分：（一）依應徵土地地號、地籍圖謄本及土地登記簿謄本，查核土地之地段、地號、地目、等則及土地使用分區(都市計畫地區)或區域計畫使用分區(非都市計畫地區)、容積率、建蔽率限制等資料。（二）依地籍圖謄本，向當地縣市政府建管單位查對都市計畫情形，對所覓土地內有無道路、學校、公園或其他公共設施等之預定用地計畫。如在都市計畫地區外，應查明有無禁建、禁用或限建等限制使用規定。,259
房地產辦法,第九條 1,廠商文件經審查符合者，機關應辦理實地勘查。前項實地勘查，得視個案特性及實際需要，擇下列事項蒐集或查證相關資料，作成勘查紀錄，必要時並拍照存證。一、土地部分：（三）應徵土地周圍環境情形是否有影響使用品質之設施及其距離，與鐵路或主要公路之距離，及其對外交通、噪音或污染等情形是否影響需求等資料。（四）應徵土地之地形、地勢、位置及面積是否符合計畫用途。面臨道路現有寬度、計畫拓寬寬度與其對人員及必須進出之車輛、物料及引進之地下管線等之出入有無不便或阻礙等情形。,227
房地產辦法,第九條 1,廠商文件經審查符合者，機關應辦理實地勘查。前項實地勘查，得視個案特性及實際需要，擇下列事項蒐集或查證相關資料，作成勘查紀錄，必要時並拍照存證。一、土地部分：（五）應徵土地內地上物(如房屋、違建、果樹、水稻等農作物、高壓線或橫越桿線等)及地下物(如電力、電信設施、油管、自來水管、地下管道或地下運輸系統等管線等)之種類，對土地之使用有無影響。（六）應徵土地內應查明有無未登記土地、畸零地、水利地、排水溝或既成道路等，及其嗣後變更處理有無困難。（七）應徵土地之水電供應、電信設施、排水及廢棄物處理情形是否良好。,253
房地產辦法,第九條 2,廠商文件經審查符合者，機關應辦理實地勘查。前項實地勘查，得視個案特性及實際需要，擇下列事項蒐集或查證相關資料，作成勘查紀錄，必要時並拍照存證。二、房屋部分：（一）建築面積、構造型式及門牌號碼。（二）建築年月及房屋現狀與使用情形。（三）附屬建物情形。（四）建築設計圖說(含水、電及其附屬工程圖)或平面圖。,151
